"DATE/TIME","TYPE","ORDER#","TRADE#","REL. ORDER#","PRODUCT","UNITS/AMT","PRICE","BOUNDARY PRICE","STOP LOSS","TAKE PROFIT","MARGIN (AUD)","CONVERSION RATE","VALUE (AUD)","AMOUNT (AUD)","BALANCE (AUD)","AMOUNT EXCLUDING FEE","FEE","HOLDING COST - AMOUNT","HOLDING RATE","HOLDING COST (AUD)","HOLDING COST - TOTAL (AUD)","PREMIUM","REFUND %","TARGET","WIN PAYOUT","DRAW PAYOUT","OPEN","EXPIRY","SETTLEMENT","SETTLEMENT PRICE","RESULT","PAYOUT","TYPE","EXPIRY","STRIKE PRICE","SETTLEMENT","SETTLEMENT PRICE","PROFIT","LOSS"
"18 May 2026 12:15:32","Sell Trade Modified","O4-FE-9H3LMN","T4-FE-6PEVT3","-","Liontown Ltd","10,000 Uts","2.310","-","2.380","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18 May 2026 10:47:50","Commission Charge","1593976550","-","O4-FE-9H3LWT","Nick Scali Ltd","1,000 Uts","-","-","-","-","-","-","-","-12.54","19,126.71","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18 May 2026 10:47:49","Sell Trade","O4-FE-9H3LWT","T4-FE-6PEW1L","-","Nick Scali Ltd","1,000 Uts","13.936","-","-","-","-","1","13,936.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18 May 2026 10:45:23","Commission Charge","1593975223","-","O4-FE-9H3LMN","Liontown Ltd","10,000 Uts","-","-","-","-","-","-","-","-20.79","19,139.25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18 May 2026 10:45:23","Sell Trade","O4-FE-9H3LMN","T4-FE-6PEVT3","-","Liontown Ltd","10,000 Uts","2.310","-","-","-","-","1","23,100.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18 May 2026 10:43:04","Commission Charge","1593973403","-","O4-FE-9H3L9E","Smartgroup Corporation Ltd","1,000 Uts","-","-","-","-","-","-","-","-10.07","19,160.04","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18 May 2026 10:43:04","Close Trade","O4-FE-9H3L9E","T4-FE-6PEVGF","O4-FC-9GY6ML","Smartgroup Corporation Ltd","1,000 Uts","11.190","-","-","-","-","-","11,190.00","80.00","19,170.11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18 May 2026 10:13:03","Commission Charge","1593957300","-","O4-FE-9H3G8T","IPD Group Ltd","1,600 Uts","-","-","-","-","-","-","-","-9.06","19,090.11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18 May 2026 10:13:03","Close Trade","O4-FE-9H3G8T","T4-FE-6PEQN3","O4-FC-9GY7B8","IPD Group Ltd","1,600 Uts","6.290","-","-","-","-","-","10,064.00","16.00","19,099.17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18 May 2026 10:12:45","Commission Charge","1593957168","-","O4-FE-9H3G7Q","PLS Group Ltd","2,000 Uts","-","-","-","-","-","-","-","-10.84","19,083.17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18 May 2026 10:12:45","Sell Trade","O4-FE-9H3G7Q","T4-FE-6PEQMG","-","PLS Group Ltd","2,000 Uts","6.020","-","-","-","-","1","12,040.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18 May 2026 10:12:16","Commission Charge","1593957011","-","O4-FE-9H3G60","Southern Cross Electrical Engineering LTD","2,500 Uts","-","-","-","-","-","-","-","-9.11","19,094.01","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"18 May 2026 10:12:16","Close Trade","O4-FE-9H3G60","T4-FE-6PEQL5","O4-FC-9GY7D0","Southern Cross Electrical Engineering LTD","2,500 Uts","4.050","-","-","-","-","-","10,125.00","-375.00","19,103.12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16 May 2026 07:00:56","Holding Cost","1593639356","-","-","Account","-","-","-","-","-","-","-","-","-17.75","19,478.12","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16 May 2026 07:00:56","Holding Cost","O4-FC-9GY6ML","-","-","Smartgroup Corporation Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,170.00","-6.80180%","-6.24","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16 May 2026 07:00:56","Holding Cost","O4-FC-9GY7D0","-","-","Southern Cross Electrical Engineering LTD","-","-","-","-","-","-","-","-","-","-","-","-","10,462.50","-6.80180%","-5.85","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"16 May 2026 07:00:56","Holding Cost","O4-FC-9GY7B8","-","-","IPD Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,128.00","-6.80180%","-5.66","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 13:42:10","Commission Charge","1593013403","-","O4-FC-9GYMSK","G50 Corp Ltd","10,000 Uts","-","-","-","-","-","-","-","-7.74","19,495.87","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 13:42:10","Close Trade","O4-FC-9GYMSK","T4-FC-6P9G5H","O4-FC-9GYKX8","G50 Corp Ltd","10,000 Uts","0.860","-","-","-","-","-","8,600.00","-522.00","19,503.61","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 13:04:32","Commission Charge","1593006495","-","O4-FC-9GYKX8","G50 Corp Ltd","10,000 Uts","-","-","-","-","-","-","-","-8.21","20,025.61","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 13:04:32","Buy Trade","O4-FC-9GYKX8","T4-FC-6P9EL9","-","G50 Corp Ltd","10,000 Uts","0.9122","-","0.840","-","-","1","9,122.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 10:35:39","Commission Charge","1592947132","-","O4-FC-9GY7D0","Southern Cross Electrical Engineering LTD","2,500 Uts","-","-","-","-","-","-","-","-9.45","20,033.82","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 10:35:39","Buy Trade","O4-FC-9GY7D0","T4-FC-6P92WE","-","Southern Cross Electrical Engineering LTD","2,500 Uts","4.200","-","4.010","-","-","1","10,500.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 10:34:52","Commission Charge","1592946962","-","O4-FC-9GY7B8","IPD Group Ltd","1,600 Uts","-","-","-","-","-","-","-","-9.04","20,043.27","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 10:34:52","Buy Trade","O4-FC-9GY7B8","T4-FC-6P92TV","-","IPD Group Ltd","1,600 Uts","6.280","-","6.050","-","-","1","10,048.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 10:29:05","Commission Charge","1592943447","-","O4-FC-9GY6ML","Smartgroup Corporation Ltd","1,000 Uts","-","-","-","-","-","-","-","-10.00","20,052.31","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 10:29:05","Buy Trade","O4-FC-9GY6ML","T4-FC-6P923S","-","Smartgroup Corporation Ltd","1,000 Uts","11.110","-","10.870","-","-","1","11,110.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 10:00:08","Commission Charge","1592932900","-","O4-FB-9GE116","Minerals 260 Ltd","14,000 Uts","-","-","-","-","-","-","-","-11.09","20,062.31","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 10:00:08","Stop Loss","O4-FB-9GE115","T4-FC-6P8ZTV","-","Minerals 260 Ltd","14,000 Uts","0.880","-","-","-","-","-","12,320.00","1,400.00","20,073.40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 07:00:46","Holding Cost","1592693040","-","-","Account","-","-","-","-","-","-","-","-","-2.38","18,673.40","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"15 May 2026 07:00:46","Holding Cost","O4-FB-9GE115","-","-","Minerals 260 Ltd","-","-","-","-","-","-","-","-","-","-","-","-","12,775.00","-6.80690%","-2.38","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14 May 2026 15:52:20","Stop Loss Modified","O4-FB-9GE115","-","O4-FB-9GE116","Minerals 260 Ltd","14,000 Uts","0.780","-","0.882","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14 May 2026 11:10:54","Stop Loss Modified","O4-FB-9GE115","-","O4-FB-9GE116","Minerals 260 Ltd","14,000 Uts","0.780","-","0.853","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14 May 2026 10:16:12","Commission Charge","1592129011","-","O4-FB-9G4WVG","PLS Group Ltd","1,700 Uts","-","-","-","-","-","-","-","-9.72","18,675.78","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14 May 2026 10:16:12","Stop Loss","O4-FB-9G4WVF","T4-FC-6P62ZQ","-","PLS Group Ltd","1,700 Uts","6.350","-","-","-","-","-","10,795.00","306.00","18,685.50","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14 May 2026 07:01:08","Holding Cost","1591889660","-","-","Account","-","-","-","-","-","-","-","-","-4.27","18,379.50","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14 May 2026 07:01:08","Holding Cost","O4-FB-9GE115","-","-","Minerals 260 Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,935.00","-6.80380%","-2.22","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"14 May 2026 07:01:08","Holding Cost","O4-FB-9G4WVF","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,007.50","-6.80380%","-2.05","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13 May 2026 07:00:48","Holding Cost","1591101662","-","-","Account","-","-","-","-","-","-","-","-","-4.29","18,383.77","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13 May 2026 07:00:48","Holding Cost","O4-FB-9GE115","-","-","Minerals 260 Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,865.00","-6.79530%","-2.21","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13 May 2026 07:00:48","Holding Cost","O4-FB-9G4WVF","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,160.50","-6.79530%","-2.08","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 15:58:40","Commission Charge","1590580383","-","O4-FC-9GMG3E","Sunrise Energy Metals Ltd","1,000 Uts","-","-","-","-","-","-","-","-12.01","18,388.06","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 15:58:40","Close Trade","O4-FC-9GMG3E","T4-FC-6P0PSH","O4-FC-9GM0GH","Sunrise Energy Metals Ltd","1,000 Uts","13.340","-","-","-","-","-","13,340.00","180.00","18,400.07","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 15:56:41","Stop Loss Modified","O4-FC-9GM0GH","-","O4-FC-9GM0GJ","Sunrise Energy Metals Ltd","1,000 Uts","13.160","-","12.568","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 15:55:56","Stop Loss Modified","O4-FB-9G4WVF","-","O4-FB-9G4WVG","PLS Group Ltd","1,700 Uts","6.170","-","6.351","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 15:54:32","Stop Loss Modified","O4-FB-9GE115","-","O4-FB-9GE116","Minerals 260 Ltd","14,000 Uts","0.780","-","0.813","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 12:00:19","Commission Charge","1590535671","-","O4-FC-9GM62B","Iluka Resources Ltd","2,400 Uts","-","-","-","-","-","-","-","-18.10","18,220.07","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 12:00:19","Close Trade","O4-FC-9GM62B","T4-FC-6P0GJS","O4-FC-9GHVMR","Iluka Resources Ltd","1,200 Uts","8.380","-","-","-","-","-","10,056.00","-216.00","18,238.17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 12:00:19","Close Trade","O4-FC-9GM62B","T4-FC-6P0GJR","O4-FB-9G8KP0","Iluka Resources Ltd","1,200 Uts","8.380","-","-","-","-","-","10,056.00","-24.00","18,454.17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 10:30:04","Commission Charge","1590504081","-","O4-FC-9GM0GH","Sunrise Energy Metals Ltd","1,000 Uts","-","-","-","-","-","-","-","-11.84","18,478.17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 10:30:04","Buy Trade","O4-FC-9GM0GH","T4-FC-6P0B5N","-","Sunrise Energy Metals Ltd","1,000 Uts","13.160","-","12.060","-","-","1","13,160.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 07:00:50","Holding Cost","1590268657","-","-","Account","-","-","-","-","-","-","-","-","-7.88","18,490.01","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 07:00:50","Holding Cost","O4-FB-9G4WVF","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,633.50","-6.79710%","-1.98","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 07:00:50","Holding Cost","O4-FB-9GE115","-","-","Minerals 260 Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,165.00","-6.79710%","-2.08","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 07:00:50","Holding Cost","O4-FC-9GHVMR","-","-","Iluka Resources Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,248.00","-6.79710%","-1.91","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"12 May 2026 07:00:50","Holding Cost","O4-FB-9G8KP0","-","-","Iluka Resources Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,248.00","-6.79710%","-1.91","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11 May 2026 13:02:35","Commission Charge","1589729366","-","O4-FC-9GHZSD","Australian Strategic Materials Limited","2,645 Uts","-","-","-","-","-","-","-","-7.00","18,497.89","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11 May 2026 13:02:35","Close Trade","O4-FC-9GHZSD","T4-FC-6NXT3H","O4-FB-9GDRX4","Australian Strategic Materials Limited","2,645 Uts","1.665","-","-","-","-","-","4,403.92","-304.18","18,504.89","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11 May 2026 13:02:29","Commission Charge","1589729357","-","O4-FC-9GHZS6","Australian Strategic Materials Limited","2,645 Uts","-","-","-","-","-","-","-","-7.00","18,809.07","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11 May 2026 13:02:29","Close Trade","O4-FC-9GHZS6","T4-FC-6NXT3D","O4-FB-9G8QMG","Australian Strategic Materials Limited","2,645 Uts","1.665","-","-","-","-","-","4,403.92","-264.50","18,816.07","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11 May 2026 11:59:40","Commission Charge","1589713022","-","O4-FC-9GHVMR","Iluka Resources Ltd","1,200 Uts","-","-","-","-","-","-","-","-9.24","19,080.57","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"11 May 2026 11:59:40","Buy Trade","O4-FC-9GHVMR","T4-FC-6NXPDJ","-","Iluka Resources Ltd","1,200 Uts","8.560","-","8.130","-","-","1","10,272.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"09 May 2026 07:00:56","Holding Cost","1589306265","-","-","Account","-","-","-","-","-","-","-","-","-23.07","19,089.81","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"09 May 2026 07:00:56","Holding Cost","O4-FB-9GE115","-","-","Minerals 260 Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,095.00","-6.79610%","-6.20","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"09 May 2026 07:00:56","Holding Cost","O4-FB-9G8QMG","-","-","Australian Strategic Materials Limited","-","-","-","-","-","-","-","-","-","-","-","-","4,727.93","-6.79610%","-2.64","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"09 May 2026 07:00:56","Holding Cost","O4-FB-9G4WVF","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,684.50","-6.79610%","-5.97","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"09 May 2026 07:00:56","Holding Cost","O4-FB-9G8KP0","-","-","Iluka Resources Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,062.00","-6.79610%","-5.62","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"09 May 2026 07:00:56","Holding Cost","O4-FB-9GDRX4","-","-","Australian Strategic Materials Limited","-","-","-","-","-","-","-","-","-","-","-","-","4,727.93","-6.79610%","-2.64","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08 May 2026 13:57:34","Commission Charge","1588784802","-","O4-FB-9GE115","Minerals 260 Ltd","14,000 Uts","-","-","-","-","-","-","-","-9.83","19,112.88","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08 May 2026 13:57:34","Buy Trade","O4-FB-9GE115","T4-FB-6NTDHZ","-","Minerals 260 Ltd","14,000 Uts","0.780","-","0.725","-","-","1","10,920.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08 May 2026 10:56:36","Commission Charge","1588749961","-","O4-FB-9GDRX4","Australian Strategic Materials Limited","2,645 Uts","-","-","-","-","-","-","-","-7.00","19,122.71","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08 May 2026 10:56:36","Buy Trade","O4-FB-9GDRX4","T4-FB-6NT66N","-","Australian Strategic Materials Limited","2,645 Uts","1.780","-","-","-","-","1","4,708.10","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08 May 2026 07:00:54","Holding Cost","1588535152","-","-","Account","-","-","-","-","-","-","-","-","-4.78","19,129.71","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08 May 2026 07:00:54","Holding Cost","O4-FB-9G8QMG","-","-","Australian Strategic Materials Limited","-","-","-","-","-","-","-","-","-","-","-","-","4,661.81","-6.79070%","-0.87","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08 May 2026 07:00:54","Holding Cost","O4-FB-9G4WVF","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,786.50","-6.79070%","-2.01","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"08 May 2026 07:00:54","Holding Cost","O4-FB-9G8KP0","-","-","Iluka Resources Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,206.00","-6.79070%","-1.90","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07 May 2026 13:22:24","Commission Charge","1587880595","-","O4-FB-9G8KSE","Starpharma Holdings Ltd","14,000 Uts","-","-","-","-","-","-","-","-9.01","19,134.49","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07 May 2026 13:22:24","Stop Loss","O4-FB-9G8KSD","T4-FB-6NQ2BN","-","Starpharma Holdings Ltd","14,000 Uts","0.715","-","-","-","-","-","10,010.00","-350.00","19,143.50","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07 May 2026 13:22:03","Stop Loss Modified","O4-FB-9G8KSD","-","O4-FB-9G8KSE","Starpharma Holdings Ltd","14,000 Uts","0.740","-","0.717","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07 May 2026 12:00:03","Commission Charge","1587867758","-","O4-FB-9G8QMG","Australian Strategic Materials Limited","2,645 Uts","-","-","-","-","-","-","-","-7.00","19,493.50","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07 May 2026 12:00:03","Buy Trade","O4-FB-9G8QMG","T4-FB-6NQ070","-","Australian Strategic Materials Limited","2,645 Uts","1.765","-","1.645","-","-","1","4,668.42","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07 May 2026 10:29:39","Commission Charge","1587842692","-","O4-FB-9G8KSD","Starpharma Holdings Ltd","14,000 Uts","-","-","-","-","-","-","-","-9.32","19,500.50","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07 May 2026 10:29:39","Buy Trade","O4-FB-9G8KSD","T4-FB-6NPWG8","-","Starpharma Holdings Ltd","14,000 Uts","0.740","-","0.690","-","-","1","10,360.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07 May 2026 10:25:18","Commission Charge","1587841951","-","O4-FB-9G8KP0","Iluka Resources Ltd","1,200 Uts","-","-","-","-","-","-","-","-9.07","19,509.82","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07 May 2026 10:25:18","Buy Trade","O4-FB-9G8KP0","T4-FB-6NPWDL","-","Iluka Resources Ltd","1,200 Uts","8.400","-","7.910","-","-","1","10,080.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07 May 2026 07:00:45","Holding Cost","1587585652","-","-","Account","-","-","-","-","-","-","-","-","-1.97","19,518.89","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07 May 2026 07:00:45","Holding Cost","O4-FB-9G4WVF","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,582.50","-6.79390%","-1.97","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"06 May 2026 22:28:43","Market Data Rebate","1587265429","-","-","Account","-","-","-","-","-","-","-","-","112.20","19,520.86","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"06 May 2026 15:36:45","Commission Charge","1586974657","-","O4-FB-9G4WVF","PLS Group Ltd","1,700 Uts","-","-","-","-","-","-","-","-9.44","19,408.66","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"06 May 2026 15:36:45","Buy Trade","O4-FB-9G4WVF","T4-FB-6NLTRR","-","PLS Group Ltd","1,700 Uts","6.170","-","5.850","-","-","1","10,489.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 15:39:03","Commission Charge","1586182675","-","O4-FB-9G1KJ4","Sunrise Energy Metals Ltd","1,000 Uts","-","-","-","-","-","-","-","-11.39","19,418.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 15:39:03","Close Trade","O4-FB-9G1KJ4","T4-FB-6NJ104","O4-FB-9FXW58","Sunrise Energy Metals Ltd","1,000 Uts","12.650","-","-","-","-","-","12,650.00","160.00","19,429.49","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 15:38:58","Commission Charge","1586182656","-","O4-FB-9G1KJ0","IPD Group Ltd","2,000 Uts","-","-","-","-","-","-","-","-10.39","19,269.49","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 15:38:58","Close Trade","O4-FB-9G1KJ0","T4-FB-6NJ100","O4-FB-9FXXX0","IPD Group Ltd","2,000 Uts","5.770","-","-","-","-","-","11,540.00","20.00","19,279.88","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 15:38:54","Commission Charge","1586182639","-","O4-FB-9G1KHR","APA Group","1,000 Uts","-","-","-","-","-","-","-","-9.41","19,259.88","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 15:38:54","Close Trade","O4-FB-9G1KHR","T4-FB-6NJ0ZV","O4-FB-9FLBJ9","APA Group","1,000 Uts","10.450","-","-","-","-","-","10,450.00","260.00","19,269.29","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 15:38:46","Commission Charge","1586182592","-","O4-FB-9G1KHG","Superloop Ltd","6,000 Uts","-","-","-","-","-","-","-","-18.36","19,009.29","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 15:38:46","Close Trade","O4-FB-9G1KHG","T4-FB-6NJ0ZL","O4-FB-9FY9ZH","Superloop Ltd","3,000 Uts","3.400","-","-","-","-","-","10,200.00","-240.00","19,027.65","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
